2024-07-06 11:45:03.499 | DEBUG    | __main__:genetic_algorithm:33 -  -------------
2024-07-06 11:45:03.499 | DEBUG    | __main__:genetic_algorithm:34 -  --- Start ---
2024-07-06 11:45:03.499 | DEBUG    | __main__:genetic_algorithm:35 -  -------------
2024-07-06 11:45:03.499 | DEBUG    | __main__:genetic_algorithm:37 - Parameters:
2024-07-06 11:45:03.499 | DEBUG    | __main__:genetic_algorithm:38 - pop_size: 400, generation_number: 200, parents_number: 50, mutation_rates: 0.001, tournament_size: 5, max_ones: 250
2024-07-06 11:45:55.639 | DEBUG    | __main__:genetic_algorithm:53 - Generation 1 | Best fitness: 336665
2024-07-06 11:46:47.316 | DEBUG    | __main__:genetic_algorithm:53 - Generation 2 | Best fitness: 336666
2024-07-06 11:47:39.356 | DEBUG    | __main__:genetic_algorithm:53 - Generation 3 | Best fitness: 336666
2024-07-06 11:48:31.065 | DEBUG    | __main__:genetic_algorithm:53 - Generation 4 | Best fitness: 336666
2024-07-06 11:49:22.781 | DEBUG    | __main__:genetic_algorithm:53 - Generation 5 | Best fitness: 336663
2024-07-06 11:50:14.577 | DEBUG    | __main__:genetic_algorithm:53 - Generation 6 | Best fitness: 336658
2024-07-06 11:51:05.855 | DEBUG    | __main__:genetic_algorithm:53 - Generation 7 | Best fitness: 336663
2024-07-06 11:51:57.034 | DEBUG    | __main__:genetic_algorithm:53 - Generation 8 | Best fitness: 336662
2024-07-06 11:52:48.512 | DEBUG    | __main__:genetic_algorithm:53 - Generation 9 | Best fitness: 336660
2024-07-06 11:53:39.776 | DEBUG    | __main__:genetic_algorithm:53 - Generation 10 | Best fitness: 336661
2024-07-06 11:54:31.083 | DEBUG    | __main__:genetic_algorithm:53 - Generation 11 | Best fitness: 336658
2024-07-06 11:55:22.315 | DEBUG    | __main__:genetic_algorithm:53 - Generation 12 | Best fitness: 336658
2024-07-06 11:56:14.171 | DEBUG    | __main__:genetic_algorithm:53 - Generation 13 | Best fitness: 336656
2024-07-06 11:57:05.387 | DEBUG    | __main__:genetic_algorithm:53 - Generation 14 | Best fitness: 336658
2024-07-06 11:57:56.535 | DEBUG    | __main__:genetic_algorithm:53 - Generation 15 | Best fitness: 336657
2024-07-06 11:58:47.674 | DEBUG    | __main__:genetic_algorithm:53 - Generation 16 | Best fitness: 336656
2024-07-06 11:59:38.826 | DEBUG    | __main__:genetic_algorithm:53 - Generation 17 | Best fitness: 336659
2024-07-06 12:00:29.952 | DEBUG    | __main__:genetic_algorithm:53 - Generation 18 | Best fitness: 336656
2024-07-06 12:01:21.438 | DEBUG    | __main__:genetic_algorithm:53 - Generation 19 | Best fitness: 336656
2024-07-06 12:02:12.630 | DEBUG    | __main__:genetic_algorithm:53 - Generation 20 | Best fitness: 336655
2024-07-06 12:03:03.958 | DEBUG    | __main__:genetic_algorithm:53 - Generation 21 | Best fitness: 336656
2024-07-06 12:03:55.289 | DEBUG    | __main__:genetic_algorithm:53 - Generation 22 | Best fitness: 336657
2024-07-06 12:04:46.514 | DEBUG    | __main__:genetic_algorithm:53 - Generation 23 | Best fitness: 336657
2024-07-06 12:05:37.859 | DEBUG    | __main__:genetic_algorithm:53 - Generation 24 | Best fitness: 336655
2024-07-06 12:06:29.204 | DEBUG    | __main__:genetic_algorithm:53 - Generation 25 | Best fitness: 336654
2024-07-06 12:07:20.611 | DEBUG    | __main__:genetic_algorithm:53 - Generation 26 | Best fitness: 336653
2024-07-06 12:08:11.919 | DEBUG    | __main__:genetic_algorithm:53 - Generation 27 | Best fitness: 336652
2024-07-06 12:09:03.327 | DEBUG    | __main__:genetic_algorithm:53 - Generation 28 | Best fitness: 336652
2024-07-06 12:09:54.750 | DEBUG    | __main__:genetic_algorithm:53 - Generation 29 | Best fitness: 336650
2024-07-06 12:10:46.119 | DEBUG    | __main__:genetic_algorithm:53 - Generation 30 | Best fitness: 336650
2024-07-06 12:11:37.513 | DEBUG    | __main__:genetic_algorithm:53 - Generation 31 | Best fitness: 336651
2024-07-06 12:12:28.878 | DEBUG    | __main__:genetic_algorithm:53 - Generation 32 | Best fitness: 336652
2024-07-06 12:13:20.211 | DEBUG    | __main__:genetic_algorithm:53 - Generation 33 | Best fitness: 336651
2024-07-06 12:14:11.452 | DEBUG    | __main__:genetic_algorithm:53 - Generation 34 | Best fitness: 336649
2024-07-06 12:15:02.702 | DEBUG    | __main__:genetic_algorithm:53 - Generation 35 | Best fitness: 336649
2024-07-06 12:15:53.977 | DEBUG    | __main__:genetic_algorithm:53 - Generation 36 | Best fitness: 336647
2024-07-06 12:16:45.311 | DEBUG    | __main__:genetic_algorithm:53 - Generation 37 | Best fitness: 336648
2024-07-06 12:17:36.609 | DEBUG    | __main__:genetic_algorithm:53 - Generation 38 | Best fitness: 336648
2024-07-06 12:18:27.774 | DEBUG    | __main__:genetic_algorithm:53 - Generation 39 | Best fitness: 336645
2024-07-06 12:19:19.212 | DEBUG    | __main__:genetic_algorithm:53 - Generation 40 | Best fitness: 336645
2024-07-06 12:20:10.633 | DEBUG    | __main__:genetic_algorithm:53 - Generation 41 | Best fitness: 336647
2024-07-06 12:21:02.028 | DEBUG    | __main__:genetic_algorithm:53 - Generation 42 | Best fitness: 336646
2024-07-06 12:21:53.378 | DEBUG    | __main__:genetic_algorithm:53 - Generation 43 | Best fitness: 336646
2024-07-06 12:22:44.663 | DEBUG    | __main__:genetic_algorithm:53 - Generation 44 | Best fitness: 336645
2024-07-06 12:23:35.896 | DEBUG    | __main__:genetic_algorithm:53 - Generation 45 | Best fitness: 336644
2024-07-06 12:24:27.128 | DEBUG    | __main__:genetic_algorithm:53 - Generation 46 | Best fitness: 336646
2024-07-06 12:25:18.448 | DEBUG    | __main__:genetic_algorithm:53 - Generation 47 | Best fitness: 336643
2024-07-06 12:26:09.834 | DEBUG    | __main__:genetic_algorithm:53 - Generation 48 | Best fitness: 336642
2024-07-06 12:27:01.265 | DEBUG    | __main__:genetic_algorithm:53 - Generation 49 | Best fitness: 336642
2024-07-06 12:27:52.683 | DEBUG    | __main__:genetic_algorithm:53 - Generation 50 | Best fitness: 336643
2024-07-06 12:28:44.064 | DEBUG    | __main__:genetic_algorithm:53 - Generation 51 | Best fitness: 336642
2024-07-06 12:29:35.426 | DEBUG    | __main__:genetic_algorithm:53 - Generation 52 | Best fitness: 336641
2024-07-06 12:30:26.759 | DEBUG    | __main__:genetic_algorithm:53 - Generation 53 | Best fitness: 336640
2024-07-06 12:31:18.152 | DEBUG    | __main__:genetic_algorithm:53 - Generation 54 | Best fitness: 336642
2024-07-06 12:32:09.694 | DEBUG    | __main__:genetic_algorithm:53 - Generation 55 | Best fitness: 336641
2024-07-06 12:33:01.211 | DEBUG    | __main__:genetic_algorithm:53 - Generation 56 | Best fitness: 336639
2024-07-06 12:33:52.739 | DEBUG    | __main__:genetic_algorithm:53 - Generation 57 | Best fitness: 336640
2024-07-06 12:34:44.204 | DEBUG    | __main__:genetic_algorithm:53 - Generation 58 | Best fitness: 336638
2024-07-06 12:35:35.762 | DEBUG    | __main__:genetic_algorithm:53 - Generation 59 | Best fitness: 336637
2024-07-06 12:36:27.402 | DEBUG    | __main__:genetic_algorithm:53 - Generation 60 | Best fitness: 336637
2024-07-06 12:37:18.976 | DEBUG    | __main__:genetic_algorithm:53 - Generation 61 | Best fitness: 336637
2024-07-06 12:38:10.524 | DEBUG    | __main__:genetic_algorithm:53 - Generation 62 | Best fitness: 336637
2024-07-06 12:39:01.996 | DEBUG    | __main__:genetic_algorithm:53 - Generation 63 | Best fitness: 336636
