,tipo,centro,direccion,n_distrito,n_barrio,aceite,objectid,estado,codigo,created_user,created_date,last_edited_user,last_edited_date,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
341,VIA PUBLICA,,"AV JESUS MORANTE BORRÀS, 135",10,106,1,224,Instalado,05-2,,,U60391,2023-06-08T13:03:38+02:00,Feature,"[-0.3439185824067831, 39.444871160947244]",Point,-0.3439185824067831,39.444871160947244
342,VIA PUBLICA,,"CAMI CASES DE BÀRCENA, 66",17,174,1,229,Instalado,23,,,U60391,2023-06-08T13:06:49+02:00,Feature,"[-0.3586247624662927, 39.52052065160252]",Point,-0.3586247624662927,39.52052065160252
346,VIA PUBLICA,,"AV DOCTOR TOMAS SALA, 18 acc",09,094,1,236,Instalado,168,,,U60391,2023-06-08T13:13:50+02:00,Feature,"[-0.38881458499882404, 39.44650677074238]",Point,-0.38881458499882404,39.44650677074238
347,VIA PUBLICA,,"PL MARE DE DÉU DEL LEPANT, 18",19,192,1,240,Instalado,17,,,U60391,2023-06-08T13:17:22+02:00,Feature,"[-0.3635555893743585, 39.429493697566905]",Point,-0.3635555893743585,39.429493697566905
351,VIA PUBLICA,,"C/ ILLES CANÀRIES, 90",12,123,1,256,Instalado,63,,,U60391,2023-06-08T13:32:51+02:00,Feature,"[-0.3485074621627529, 39.46433113928]",Point,-0.3485074621627529,39.46433113928
360,VIA PUBLICA,,AV CONSTITUCIÓ -C/ RUAYA,05,051,1,281,Instalado,203,,,U60391,2023-11-15T13:48:29+01:00,Feature,"[-0.3784823848704599, 39.48536224108787]",Point,-0.3784823848704599,39.48536224108787
362,VIA PUBLICA,,"C/ JORGE JUAN, 19",02,022,1,294,Instalado,148,,,U60391,2023-06-09T08:49:14+02:00,Feature,"[-0.36897772040251403, 39.468969724859335]",Point,-0.36897772040251403,39.468969724859335
364,VIA PUBLICA,,PL JESÚS,08,081,1,297,Instalado,153,,,U60391,2023-06-09T08:50:57+02:00,Feature,"[-0.38840411070461894, 39.45974533231916]",Point,-0.38840411070461894,39.45974533231916
365,VIA PUBLICA,,"C/ JOSÉ MARÍA MORTES LERMA, 42",08,083,1,298,Instalado,13,,,U60391,2023-06-09T08:52:21+02:00,Feature,"[-0.4044677002669212, 39.46285243259341]",Point,-0.4044677002669212,39.46285243259341
367,VIA PUBLICA,,C/ MATIES PERELLÓ CRUCE C/ MESTRE AGUILAR,02,021,1,307,Instalado,280,,,U60391,2023-06-09T09:18:13+02:00,Feature,"[-0.36987026357400526, 39.46076418179822]",Point,-0.36987026357400526,39.46076418179822
374,07-ALCALDIA DE BARRI,ALCALDIA CARPESA,"PL VICENTE GIL ROS (MEDALLISTA PARALIMPIC), 1",17,173,1,333,Instalado,AB08,,,U60391,2023-06-29T14:58:01+02:00,Feature,"[-0.37961107410594713, 39.51683853530108]",Point,-0.37961107410594713,39.51683853530108
375,07-ALCALDIA DE BARRI,ALCALDIA CASES DE BÀRCENA,"CAMI CASES DE BÀRCENA, 63",17,174,1,334,Instalado,AB09,,,U60391,2023-06-29T15:03:07+02:00,Feature,"[-0.35856468768727734, 39.52090449903468]",Point,-0.35856468768727734,39.52090449903468
376,VIA PUBLICA,,C/ SAGUNT - C/ HORT D'EN VICENT,05,052,1,338,Instalado,189,,,U60391,2023-11-09T13:03:34+01:00,Feature,"[-0.3744708158604005, 39.48553564929758]",Point,-0.3744708158604005,39.48553564929758
377,VIA PUBLICA,,C/ CONVENT DELS CARMELITES - C/ ALBORAIA,05,053,1,341,Instalado,194,,,U60391,2023-11-09T13:27:24+01:00,Feature,"[-0.36980331376724784, 39.483070690244624]",Point,-0.36980331376724784,39.483070690244624
379,VIA PUBLICA,,"C/ SANT VICENT MARTIR, 219",09,091,1,352,Instalado,31,,,U60391,2023-06-08T14:38:08+02:00,Feature,"[-0.383869419712076, 39.45573866337218]",Point,-0.383869419712076,39.45573866337218
380,VIA PUBLICA,,C/ SANT VICENT MARTIR - AV DOCTOR TOMÀS SALA,09,094,1,353,Instalado,171,,,U60391,2023-06-08T14:39:18+02:00,Feature,"[-0.38686169579470253, 39.446865696487116]",Point,-0.38686169579470253,39.446865696487116
381,VIA PUBLICA,,"AV CAMPANAR, 37",04,041,1,357,Instalado,195,,,U60391,2023-07-07T11:23:53+02:00,Feature,"[-0.39361808668513115, 39.47971925930569]",Point,-0.39361808668513115,39.47971925930569
383,VIA PUBLICA,,"C/ ALEMANYA, 10",06,063,1,364,Instalado,238,,,U60391,2023-06-08T14:48:57+02:00,Feature,"[-0.361587006294363, 39.48206848934482]",Point,-0.361587006294363,39.48206848934482
384,VIA PUBLICA,,C/ ARQUITECTE MORA - PG ALBEREDA,06,062,1,367,Instalado,255,,,U60391,2023-06-08T14:51:35+02:00,Feature,"[-0.3632602806931845, 39.472985581333816]",Point,-0.3632602806931845,39.472985581333816
385,VIA PUBLICA,,"AV PIO XII, 3",04,041,1,370,Instalado,198,,,U60391,2023-07-07T11:33:45+02:00,Feature,"[-0.39202427451957944, 39.47950744127224]",Point,-0.39202427451957944,39.47950744127224
386,VIA PUBLICA,,"C/ MARQUÉS DE SANT JOAN, 1 - C/ EDUARDO SOLER Y PEREZ - (CMAPM)",04,041,1,372,Instalado,42,,,U60391,2023-07-07T11:36:28+02:00,Feature,"[-0.39945067868872974, 39.47732560906618]",Point,-0.39945067868872974,39.47732560906618
387,VIA PUBLICA,,"C/ MONESTIR DE POBLET, 4",04,043,1,377,Instalado,177,,,U60391,2023-07-07T11:56:47+02:00,Feature,"[-0.3917993101103331, 39.486272382500964]",Point,-0.3917993101103331,39.486272382500964
388,VIA PUBLICA,,"C/ TERRATEIG, 1 - C/ JORGE COMÍN (METGE PEDIATRE)",04,044,1,383,Instalado,45,,,U60391,2023-07-07T12:15:11+02:00,Feature,"[-0.4036224119835949, 39.480688189440414]",Point,-0.4036224119835949,39.480688189440414
389,VIA PUBLICA,,AV BURJASSOT - AV CAMPANAR,04,043,1,387,Instalado,0,,,U60391,2023-07-07T12:30:48+02:00,Feature,"[-0.38936829092701947, 39.48840777001436]",Point,-0.38936829092701947,39.48840777001436
390,VIA PUBLICA,,AV BURJASSOT - C/ DOCTOR MACHÍ,05,051,1,388,Instalado,37,,,U60391,2023-11-08T09:50:29+01:00,Feature,"[-0.38610610358500197, 39.485813134834366]",Point,-0.38610610358500197,39.485813134834366
